Tbl_ID,im_id,title,releasedYear,Genre,Director,Writter,actors,moviePlot,PreprocessedPlot,imdb_votes,imdb_rating,keywords,PolarityConfidence,cluster
1153,tt0115857,Chain Reaction,1996,"Action, Drama, Sci-Fi",Andrew Davis,"Arne Schmidt (story), Rick Seaman (story), Josh Friedman (story), J.F. Lawton (screenplay), Michael Bortman (screenplay)","Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward","Eddie Kasalivich, an undergraduate at the University of Chicago, works as a technician for a scientific team that discovers an alternative, low-cost, pollution-free fuel source. Eddie and Lilly were involved in the research that was done at this first lab. The first lab was sabotaged and it exploded. One of the chief scientists is murdered during the attack and the sabotage of the lab, Eddie and physicist Lily Sinclair are framed for it and have to flee for their lives, with the FBI, CIA and other involved parties in close pursuit. Paul Shannon, Eddies mentor, is the director of a secret CIA contractor which - unknown to Eddie - has commercial interests in the lab equipment. Eddie and Lily flee police, FBI and CIA secret contractors but Lily winds getting captured and is driven to the underground experimental lab. Eddie follows Lily to this not yet fully working lab and quickly gets it working since it needed two different frequencies for the energy to get produced and Eddie has kept that in his head. As soon as Eddie arrives at a different location but with the same lab that can geneater hydrogen energy with a safer layout than the first location, Eddie dials in those two frequencies and the clean burning fire that lights up the hydrogen coming away from the water in the tank begin's burning. There is one problem, Eddie has to find a way to share the years of research leading up to the successful discovery with thousands of scientists and get out of the underground laboratory alive. Executives of the company that is secretly working for the CIA are interested in getting those frequencies so they can eliminate Eddie and Lily because they knew too much.Eddie designed everything to happen in such a way that if the secret cia contractor would let Eddie and Lily exit freely with no executions that he would hand over the two frequencies. But if the contractor would not, the lab equipment be shut off, and the lab computers would be shut off. Things quickly escalate but Eddie and Lilly are able to stay alive through the end of the movie, but there are surprises involving several who die at the climax, and what their dying words are.",eddie kasalivich undergraduate university chicago work technician scientific team discovers alternative lowcost pollutionfree fuel source eddie lilly involved research done first lab first lab sabotaged exploded chief scientist murdered attack sabotage lab eddie physicist lily sinclair framed flee life fbi cia involved party close pursuit paul shannon eddy mentor director secret cia contractor unknown eddie commercial interest lab equipment eddie lily flee police fbi cia secret contractor lily wind getting captured driven underground experimental lab eddie follows lily not yet fully working lab quickly get working since needed two different frequency energy get produced eddie kept head soon eddie arrives different location lab can geneater hydrogen energy safer layout first location eddie dial two frequency clean burning fire light up hydrogen coming away water tank begin burning problem eddie find way share year research leading up successful discovery thousand scientist get underground laboratory alive executive company secretly working cia interested getting frequency so can eliminate eddie lily knew mucheddie designed everything happen way secret cia contractor let eddie lily exit freely no execution hand two frequency contractor not lab equipment shut off lab computer shut off thing quickly escalate eddie lilly able stay alive end movie surprise involving several die climax dying word,43335,5.6," eddie kasalivich, undergraduate university chicago work, scientific team discovers alternative, pollutionfree fuel source eddie, involved research done, chief scientist, attack sabotage lab, sinclair framed flee life, fbi cia, involved party, close pursuit paul shannon, eddy mentor director, secret cia contractor, commercial interest lab equipment eddie, lily flee police, fbi cia, secret contractor, experimental lab eddie follows, different frequency energy get produced, eddie kept, soon eddie arrives, different location lab, hydrogen energy, first location, frequency clean burning, fire light, hydrogen coming, water tank, burning problem, eddie find, way share year, research leading, successful discovery, scientist get, underground laboratory, alive executive company, working cia, interested getting, knew mucheddie designed, everything happen, way secret cia, contractor let, lily exit, execution hand, frequency contractor, not lab equipment, lab computer, escalate eddie, lilly able stay, alive end movie surprise involving, several die, dying word",70,7
1154,tt0115862,The Chamber,1996,"Crime, Drama",James Foley,"John Grisham (novel), William Goldman (screenplay), Phil Alden Robinson (screenplay)","Chris O'Donnell, Gene Hackman, Faye Dunaway, Robert Prosky","Having survived the hatred and bigotry that was his Klansman grandfather's only legacy, young attorney Adam Hall seeks at the last minute to appeal the old man's death sentence for the murder of two small Jewish boys 30 years before. Only four weeks before Sam Cayhall is to be executed, Adam meets his grandfather for the first time in the Mississippi prison which has held him since the crime. The meeting is predictably tense when the educated, young Mr. ""Hall"" confronts his venom-spewing elder, Mr. ""Cayhall,"" about the murders. The next day, headlines run proclaiming Adam the grandson who has come to the state to save his grandfather, the infamous Ku Klux Klan bomber. While the old man's life lies in the balance, Adam's motivation in fighting this battle becomes clear as the story unfolds. Not only does he fight for his grandfather, but perhaps for himself as well. He has come to heal the wounds of his own father's suicide, to mitigate the secret shame he has always felt for the genetic fluke which made this man his grandfather, and to bring closure -- one way or another -- to the suffering the old man seems to have brought to everyone he has ever known. But, would mercy soften his grandfather's heart?",survived hatred bigotry klansman grandfather legacy young attorney adam hall seek last minute appeal old man death sentence murder two small jewish boy year four week sam cayhall executed adam meet grandfather first time mississippi prison held since crime meeting predictably tense educated young mr hall confronts venomspewing elder mr cayhall murder next day headline run proclaiming adam grandson come state save grandfather infamous ku klux klan bomber old man life lie balance adam motivation fighting battle becomes clear story unfolds not fight grandfather perhaps well come heal wound father suicide mitigate secret shame always felt genetic fluke made man grandfather bring closure way another suffering old man seems brought everyone ever known mercy soften grandfather heart,11240,6," hatred bigotry klansman grandfather, legacy young attorney, hall seek, minute appeal, old man death sentence, small jewish, week sam cayhall, adam meet grandfather, first time mississippi prison held, crime meeting, tense educated young mr, hall confronts, venomspewing elder, mr cayhall murder, next day, proclaiming adam, grandson come, state save, grandfather infamous ku, klan bomber, old man life, lie balance adam motivation fighting, battle becomes, clear story unfolds, come heal, father suicide mitigate, secret shame, genetic fluke, made man, grandfather bring closure, suffering old man, brought everyone, known mercy, soften grandfather",100,3
1155,tt0115886,Children of the Revolution,1996,"Comedy, Drama, Romance",Peter Duncan,Peter Duncan,"Judy Davis, Sam Neill, F. Murray Abraham, Richard Roxburgh","Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now ...",knew stalin spent last night arm young australian woman still knew lovechild brought australia brink civil war now,2122,6.3," knew stalin, last night arm, australian woman, lovechild brought, australia brink, civil war",100,0
1156,tt0115906,Citizen Ruth,1996,"Comedy, Drama",Alexander Payne,"Alexander Payne, Jim Taylor","Laura Dern, Swoosie Kurtz, Kurtwood Smith, Mary Kay Place","Ruth Stoops is a poor indigent drug-user (a huffer - inhaling glue and paint for a high) whose down and out existence is complicated once more by becoming pregnant (she has had and lost four children already). When a judge orders that she gets an abortion or face a felony charge, she is befriended by Gail Stoney, a pro-lifer whose husband is president of the local ""Babysavers"" group. Suddenly Ruth is thrust into the middle of the pro-choice/pro-life struggle, with each side wanting her to take their side as a ""message"" to others - and the situation escalates...",ruth stoop poor indigent druguser huffer inhaling glue paint high whose existence complicated becoming pregnant lost four child already judge order get abortion face felony charge befriended gail stoney prolifer whose husband president local babysavers group suddenly ruth thrust middle prochoice prolife struggle side wanting take side message others situation escalates,6188,7," ruth stoop, poor indigent druguser huffer inhaling, glue paint, existence complicated, pregnant lost, judge order, get abortion, face felony charge, gail stoney prolifer, husband president, local babysavers group, middle prochoice prolife, struggle side, side message others situation",-60,0
1157,tt0115907,City Hall,1996,Drama,Harold Becker,"Ken Lipper, Paul Schrader, Nicholas Pileggi, Bo Goldman","Al Pacino, John Cusack, Bridget Fonda, Danny Aiello","A young boy dies from a stray bullet during a shootout between a cop and mob family member who had previously been supiciously given probabtion, only to break its terms. New York's Deputy Mayor, Kevin Calhoun starts digging for information.",young boy dy stray bullet shootout cop mob family member previously supiciously given probabtion break term new york deputy mayor kevin calhoun start digging information,17738,6.2," young boy dy, stray bullet shootout cop mob, family member, given probabtion break, term new york, deputy mayor, calhoun start, digging information",100,8
1158,tt0115956,Courage Under Fire,1996,"Action, Drama, Mystery",Edward Zwick,Patrick Sheane Duncan,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty","The pilot of a rescue copter, Captain Karen Walden, died shortly before her helicopter crew was rescued after it crashed in Desert Storm. It first appears that she made a spectacular rescue of a downed helicopter crew, then held her own crew together to fight off the Iraqis after her copter crashed. Lt. Colonel Serling, who is struggling with his own demons from Desert Storm, is assigned to investigate her worthiness for the Medal of Honor. But some conflicting accounts, from her crew and soldiers in the area, cause him to question whether she deserves it.",pilot rescue copter captain karen walden died shortly helicopter crew rescued crashed desert storm first appears made spectacular rescue downed helicopter crew held crew together fight off iraqi copter crashed lt colonel serling struggling demon desert storm assigned investigate worthiness medal honor conflicting account crew soldier area cause question whether deserves,44174,6.6," pilot rescue copter, captain karen walden, crew rescued, crashed desert storm, spectacular rescue, downed helicopter, crew held, iraqi copter, lt colonel, struggling demon, desert storm, investigate worthiness medal honor, conflicting account crew, soldier area cause question",74.2857,7
1159,tt0115963,The Craft,1996,"Drama, Fantasy, Horror",Andrew Fleming,"Peter Filardi (story), Peter Filardi (screenplay), Andrew Fleming (screenplay)","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True","A new girl moves to a new city with her family to start a new life. She meets up with the girls who are very interested in the occult and together, the four of them have a seemingly unstopable power. They can do anything, from getting thier dream guys to like them to... the possibilities are limitless.",new girl move new city family start new life meet up girl very interested occult together four seemingly unstopable power can anything getting thier dream guy like possibility limitless,64089,6.3," new girl, new city family start, new life, very interested occult, seemingly unstopable power, anything getting thier dream, possibility limitless",0,8
1160,tt0115986,The Crow: City of Angels,1996,"Action, Crime, Fantasy",Tim Pope,"James O'Barr (comic book series and comic strip), David S. Goyer","Vincent Perez, Mia Kirshner, Richard Brooks, Iggy Pop","Some time ago, Ashe Corven and his son Danny were killed when they stumbled across a pack of drug dealers murdering a fellow dealer. The dealers work for Los Angeles drug kingpin Judah Earl. Local tattoo artist Sarah, who has great knowledge of the crow legend because of what happened with her late friend Eric Draven, has been having dreams about Ashe and Danny. One night when a crow leads her to the scene of the murders of Ashe and Danny, Ashe appears before her. The crow has resurrected Ashe, so Ashe can go after Judah and his right hand man Curve. With the guidance of the crow, Ashe starts killing off Judah's men one by one, on his way to Judah.",time ago ashe corven son danny killed stumbled across pack drug dealer murdering fellow dealer dealer work los angeles drug kingpin judah earl local tattoo artist sarah great knowledge crow legend happened late friend eric draven dream ashe danny night crow lead scene murder ashe danny ashe appears crow resurrected ashe so ashe can go judah right hand man curve guidance crow ashe start killing off judah men way judah,17054,4.6," corven son danny killed, pack drug dealer murdering, fellow dealer dealer work, los angeles drug kingpin, local tattoo artist, great knowledge crow legend happened, late friend, draven dream ashe danny, night crow, lead scene murder ashe danny, ashe appears, crow resurrected, judah right hand, man curve guidance, crow ashe start, judah men way",97.7778,7
1161,tt0115988,The Crucible,1996,"Drama, History",Nicholas Hytner,"Arthur Miller (play), Arthur Miller (screenplay)","Daniel Day-Lewis, Winona Ryder, Paul Scofield, Joan Allen","A small group of teen girls in 1692 Salem, Massachusetts caught in an innocent conjuring of love potions to catch young men are forced to tell lies that Satan had invaded them and forced them to participate in the rites and are then forced to name those involved. Thrown into the mix are greedy preachers and other major landowners trying to steal others' land and one young woman infatuated with a married man and determined to get rid of his innocent wife. Arthur Miller wrote the events and the subsequent trials where those who demanded their innocence were executed, those who would not name names were incarcerated and tortured, and those who admitted their guilt were immediately freed as a parable of the Congressional Communist witch hunts led by Senator Joe McCarthy in 1950's America.",small group teen girl salem massachusetts caught innocent conjuring love potion catch young men forced tell lie satan invaded forced participate rite forced name involved thrown mix greedy preacher major landowner trying steal others land young woman infatuated married man determined get rid innocent wife arthur miller wrote event subsequent trial demanded innocence executed not name name incarcerated tortured admitted guilt immediately freed parable congressional communist witch hunt led senator joe mccarthy  america,31371,6.8," small group, teen girl, salem massachusetts caught, innocent conjuring, love potion catch, young men, forced tell, lie satan, forced participate rite forced, name involved thrown mix, greedy preacher, major landowner, steal others, young woman, married man, innocent wife, miller wrote, event subsequent trial, demanded innocence executed, admitted guilt, congressional communist witch hunt led, senator joe mccarthy",91.1111,8
1162,tt0116000,D3: The Mighty Ducks,1996,"Action, Comedy, Drama",Robert Lieberman,"Steven Brill (characters), Kenneth Johnson (story), Jim Burnstein (story), Steven Brill (screenplay), Jim Burnstein (screenplay)","Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling","In the third episode of this series, the Ducks get scholarships to Eden Hall Academy, a high ranking prep school. But as freshmen, they will have to face the snob varsity team...",third episode series duck get scholarship eden hall academy high ranking prep school freshman will face snob varsity team,21046,5.4," third episode series duck get, eden hall, high ranking, prep school freshman, snob varsity team",100,7
1163,tt0116040,Daylight,1996,"Action, Adventure, Drama",Rob Cohen,Leslie Bohem,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya","Trouble strikes when runaway robbers in a getaway car hit truck full of explosives in the tunnel connecting Manhattan and New Jersey. Survivors are left in a weakened tunnel blocked at both exits. As Kit Latura approaches the tunnel, he sees the impact and knows he gotta take action. With time running out, he enters the tunnel through a system of maintenance walkways. Can he get the survivors out before the tunnel fills up?",trouble strike runaway robber getaway car hit truck full explosive tunnel connecting manhattan new jersey survivor left weakened tunnel blocked exit kit latura approach tunnel see impact know got ta take action time running enters tunnel system maintenance walkway can get survivor tunnel fill up,57998,5.8," trouble strike, getaway car, hit truck, explosive tunnel, new jersey survivor left, weakened tunnel, exit kit latura approach, tunnel see, impact know, ta take, action time, running enters, tunnel system maintenance, survivor tunnel fill",100,6
1164,tt0116041,The Daytrippers,1996,"Comedy, Drama",Greg Mottola,Greg Mottola,"Stanley Tucci, Hope Davis, Pat McNamara, Anne Meara","Eliza D'Amico thinks her marriage to Louis is going great, until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo and Jo's boyfriend all pile into a station wagon, to go to the city to confront Louis with the letter. On the way, the five explore their relations with each other, and meet many interesting people.",eliza damico think marriage louis going great find mysterious love note husband concerned go mother advice eliza parent sister jo jos boyfriend pile station wagon go city confront louis letter way five explore relation meet many interesting people,3607,6.9," eliza damico, think marriage, louis going great, mysterious love note husband concerned, mother advice eliza parent, sister jo jos, pile station wagon go, city confront, louis letter way, explore relation, interesting people",100,0
1165,tt0116059,Dear God,1996,Comedy,Garry Marshall,"Warren Leight, Ed Kaplan","Greg Kinnear, Laurie Metcalf, Maria Pitillo, Tim Conway","Tom Turner is a con man, defrauding people from their money with a variety of two-bit hustles. One night he makes the mistake of attempting to hustle some undercover cops, and finds himself in court faced with the dilemma of either going to jail or getting a real job. Choosing to stay out of jail, he gets a job at the post office working in their Dead Letter Office helping to sort Dead Letters (i.e. mail which, for whatever reason, can't be delivered). Some of the mail he recieves can't be delivered because it's addressed to God, and he accidentally answers (sending them money in the process). This starts the ball rolling as more of his co-workers get in on the idea of helping people by answering ""God"" mail.",tom turner con man defrauding people money variety twobit hustle night make mistake attempting hustle undercover cop find court faced dilemma either going jail getting real job choosing stay jail get job post office working dead letter office helping sort dead letter  mail whatever reason cant delivered mail recieves cant delivered addressed god accidentally answer sending money process start ball rolling coworkers get idea helping people answering god mail,3295,5.3," tom turner con, man defrauding, people money variety, twobit hustle night, make mistake attempting, undercover cop, find court faced, going jail getting, real job, choosing stay, jail get job, post office, dead letter office helping, sort dead letter, reason cant, delivered mail, recieves cant, addressed god, sending money, process start, ball rolling, coworkers get, idea helping, people answering god mail",95,0
1166,tt0116095,Diabolique,1996,"Drama, Horror, Thriller",Jeremiah S. Chechik,"Pierre Boileau (novel), Thomas Narcejac (novel), Henri-Georges Clouzot (screenplay ""Les Diaboliques""), Don Roos (screenplay)","Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates","The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",wife mistress cruel school master collaborate carefully planned executed attempt murder plan go well body strategically dumped disappears strain start tell two woman retired police investigator looking disappearance whim begin think know telling mental state not helped victim seen apparently alive well pupil,11897,5.4," wife mistress, cruel school master collaborate, executed attempt, murder plan, strategically dumped disappears, woman retired, police investigator, looking disappearance, whim begin, mental state",100,8
1167,tt0116102,Different for Girls,1996,"Comedy, Romance",Richard Spence,Tony Marchant,"Steven Mackintosh, Rupert Graves, Miriam Margolyes, Saskia Reeves","Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present-day London things are definitely not the same. Karl is now Kim, a transsexual, and she has no desire to stir up the past while she's busy forging a neat and orderly new life. Prentice, on the other hand, has charm but is a social disaster stuck in a dead-end job. His main talent is for getting them both into trouble. Amid the squabbles, they start to fall in love. One night, Kim invites Prentice to a romantic dinner at her flat. Prentice, finding the seduction unexpectedly effective, freaks out. He proceeds to make a public display of both of them and winds up in court. Humiliated and angry, Kim runs away. Only she can save Prentice now, but will true love triumph for a new made woman and an aging punk?",karl foyle paul prentice best mate school seventy meet presentday london thing definitely not karl now kim transsexual no desire stir up past shes busy forging neat orderly new life prentice hand charm social disaster stuck deadend job main talent getting trouble amid squabble start fall love night kim invite prentice romantic dinner flat prentice finding seduction unexpectedly effective freak proceeds make public display wind up court humiliated angry kim run away can save prentice now will true love triumph new made woman aging punk,1706,6.8," karl foyle paul, best mate school, seventy meet, london thing, desire stir, past shes, busy forging, new life prentice hand, charm social disaster, deadend job, main talent, getting trouble, squabble start fall love, invite prentice, romantic dinner, flat prentice, finding seduction, freak proceeds, public display, court humiliated angry kim, save prentice, true love, triumph new, made woman aging",57.7778,0
1168,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,"Comedy, Crime",Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer","""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of several U.S. films about being in the 'Hood', for instance ""Boyz n the Hood"", ""South Central"", ""Menace II Society"", ""Higher Learning"" and ""Juice"". We follow Ashtray as he returns to the place he grew up in and meet his father and his basket-case friends. Crazy stuff happens. For example, Ashtray is older than his father and his best friend Loc Dog's grandmother is a trigger-happy old lady who blames her eccentric-looking kid for not being tough enough.",dont menace south central drinking juice hood parody several   film hood instance boyz  hood south central menace ii society higher learning juice follow ashtray return place grew up meet father basketcase friend crazy stuff happens example ashtray older father best friend loc dog grandmother triggerhappy old lady blame eccentriclooking kid not tough enough,41775,6.6," dont menace, central drinking juice hood, parody several film, hood instance, boyz hood, central menace ii society, higher learning juice, follow ashtray return place grew, meet father basketcase, friend crazy stuff, happens example, ashtray older father, best friend loc dog, grandmother triggerhappy, old lady blame eccentriclooking",32,0
1169,tt0116130,Down Periscope,1996,Comedy,David S. Ward,"Hugh Wilson (screenplay), Andrew Kurtzman (screenplay), Eliot Wald (screenplay), Hugh Wilson (story)","Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton","Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's headed against the atomic powered USS Orlando, with the mission to destroy a dummy battleship.",lt cmdr tom dodge assigned captain us stingray old diesel driven submarine seen better day crew consists weird guy gal he headed atomic powered us orlando mission destroy dummy battleship,18462,6," lt cmdr tom, dodge assigned, old diesel, day crew, weird guy gal, orlando mission destroy dummy",42.8571,0
1170,tt0116136,DragonHeart,1996,"Action, Adventure, Fantasy",Rob Cohen,"Patrick Read Johnson (story), Charles Edward Pogue (story), Charles Edward Pogue (screenplay)","Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer","The young, sickly King Einon was wounded in a battle. In order for him to survive, he is healed by Draco, a dragon. Some years later, Bowen, a dragon slayer, encounters Draco. The two team up to form a traveling duo that perform an act, but the act is only known by themselves. Bowen supposedly ""slays"" Draco and then collects a reward from the town or village that he protects by killing the dragon who had been ""terrorizing"" them. From there, Bowen and Draco must save the entire kingdom from the rule of the now evil King Einon, who is part of Draco and Draco a part of him.",young sickly king einon wounded battle order survive healed draco dragon year later bowen dragon slayer encounter draco two team up form traveling duo perform act act known bowen supposedly slays draco collect reward town village protects killing dragon terrorizing bowen draco must save entire kingdom rule now evil king einon part draco draco part,83323,6.4," king einon wounded, battle order survive, healed draco, bowen dragon, traveling duo, perform act act, slays draco, collect reward town village protects, bowen draco, entire kingdom rule, evil king, einon part draco draco",100,6
1171,tt0116141,Dream for an Insomniac,1996,"Romance, Comedy, Drama",Tiffanie DeBartolo,Tiffanie DeBartolo,"Ione Skye, Jennifer Aniston, Mackenzie Astin, Michael Landes","A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.",girl insomnia work coffee house impossibly high standard love fear will never meet worthy man walk new employee click discovers girlfriend undaunted move  friend sure will dump girlfriend follow put faith fate hope best,2432,6.2," girl insomnia work, coffee house, impossibly high standard, love fear, worthy man, new employee click discovers girlfriend, undaunted move friend sure, follow put faith fate, hope best",0,5
1172,tt0116151,Dunston Checks In,1996,"Comedy, Adventure, Family",Ken Kwapis,"John Hopkins (story), John Hopkins (screenplay), Bruce Graham (screenplay)","Jason Alexander, Faye Dunaway, Eric Lloyd, Rupert Everett","Robert's a beleaguered concierge of the luxury hotel owned by Mrs. Dubrow. She tells Robert an undercover reviewer is coming and to look sharp. If he does well he might get a promotion and some time off to take his sons, Brian and Kyle, on vacation. But then the villainous jewel-thief Rutledge checks in with his specially trained orangutan, Dunston. And when Dunston gets loose and tries to escape a life of crime with the help of Brian and Kyle, things go just a little lunatic.",robert beleaguered concierge luxury hotel owned mr dubrow tell robert undercover reviewer coming look sharp well might get promotion time off take son brian kyle vacation villainous jewelthief rutledge check specially trained orangutan dunston dunston get loose try escape life crime help brian kyle thing go just little lunatic,10553,5.3," robert beleaguered concierge luxury, hotel owned mr dubrow, tell robert undercover, reviewer coming, look sharp, promotion time, take son, kyle vacation, villainous jewelthief rutledge check, dunston dunston, loose try escape life, crime help, kyle thing",100,0
1173,tt0116209,The English Patient,1996,"Drama, Romance, War",Anthony Minghella,"Michael Ondaatje (novel), Anthony Minghella (screenplay)","Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas","October 1944 in war torn Italy. Hana, a French-Canadian nurse working in a mobile army medical unit, feels like everything she loves in life dies on her. Because of the difficulty traveling and the dangers, especially as the landscape is still heavily booby-trapped with mines, Hana volunteers to stay behind at a church to care solely for a dying semi-amnesiac patient, who is badly burned and disfigured. She agrees to catch up to the rest of the unit after he dies. All the patient remembers is that he is English and that he is married. Their solitude is disrupted with the arrival at the church of fellow Canadian David Caravaggio, part of the Intelligence Service, who is certain that he knows the patient as a man who cooperated with the Germans. Caravaggio believes that the patient's memory is largely in tact and that he is running away from his past, in part or in its entirety. The patient does open up about his past, all surrounding his work as a cartographer in North Africa, which was interrupted by the war. He may not be running from his work as a spy for the Germans as Caravaggio believes, but rather the memory of an affair he had with married Katherine Clifton, the love of his life, and the memory of a promise not totally fulfilled. Hana may also test her theory of her fates with love and death as she embarks on a relationship of her own with Kip Singh, a Sikh from India, whose unit has camped on the now overgrown lawn of the church. Their work entails sweeping for and diffusing mines, the discovery of one such mine which had earlier saved her life.",october war torn italy hana frenchcanadian nurse working mobile army medical unit feel like everything love life dy difficulty traveling danger especially landscape still heavily boobytrapped mine hana volunteer stay behind church care solely dying semiamnesiac patient badly burned disfigured agrees catch up rest unit dy patient remembers english married solitude disrupted arrival church fellow canadian david caravaggio part intelligence service certain know patient man cooperated german caravaggio belief patient memory largely tact running away past part entirety patient open up past surrounding work cartographer north africa interrupted war may not running work spy german caravaggio belief rather memory affair married katherine clifton love life memory promise not totally fulfilled hana may also test theory fate love death embarks relationship kip singh sikh india whose unit camped now overgrown lawn church work entail sweeping diffusing mine discovery mine earlier saved life,156792,7.4," october war, torn italy hana, frenchcanadian nurse, army medical unit, everything love, life dy difficulty, traveling danger, boobytrapped mine, hana volunteer stay, church care, semiamnesiac patient, disfigured agrees, rest unit, dy patient remembers english, married solitude disrupted, arrival church fellow canadian, david caravaggio part, intelligence service, know patient man, german caravaggio belief, patient memory, tact running, part entirety patient, past surrounding work, africa interrupted war, running work, german caravaggio belief, memory affair, katherine clifton, life memory promise, totally fulfilled hana, test theory, death embarks relationship, kip singh, sikh india, unit camped, now overgrown lawn, church work entail, mine discovery mine, earlier saved life",100,2
1174,tt0116213,Eraser,1996,"Action, Drama, Mystery",Chuck Russell,"Tony Puryear (story), Walon Green (story), Michael S. Chernuchin (story), Tony Puryear (screenplay), Walon Green (screenplay)","Arnold Schwarzenegger, James Caan, Vanessa Williams, James Coburn","U.S. Marshal deputy John Kruger is one of the toughest Marshals, his methods are to ""Erase"" The identities of his witnesses he is assigned to protect. Meanwhile, a woman named Lee Cullen who works for a corporation named Cyrez performed an undercover job for the FBI to unveil a top secret weapon which uses an electromagnetic pulse to dispatch targets. Cyrez discovered this about Lee and are now out to kill her, Kruger's job is now to protect Lee so she can testify against Cyrez. But, when Kruger was assigned to perform a job with another Marshal named Robert Deguerin, he discovers that Deguerin is behind some kind of scam that will involve the EM Gun, which will change hands to a Russian criminal if Kruger does not stop them, Kruger must not only protect Lee's life but his own.",  marshal deputy john kruger toughest marshal method erase identity witness assigned protect meanwhile woman named lee cullen work corporation named cyrez performed undercover job fbi unveil top secret weapon us electromagnetic pulse dispatch target cyrez discovered lee now kill kruger job now protect lee so can testify cyrez kruger assigned perform job another marshal named robert deguerin discovers deguerin behind kind scam will involve em gun will change hand russian criminal kruger not stop kruger must not protect lee life,92029,6.1," marshal deputy john kruger, toughest marshal method erase, identity witness, meanwhile woman, lee cullen work corporation named, cyrez performed undercover job, unveil top secret weapon, pulse dispatch target cyrez discovered, kruger job, protect lee, cyrez kruger, perform job, marshal named robert deguerin, discovers deguerin, kind scam, involve em, change hand, russian criminal kruger, not stop kruger, lee life",100,7
1175,tt0116225,Escape from L.A.,1996,"Action, Adventure, Sci-Fi",John Carpenter,"John Carpenter (characters), Nick Castle (characters), John Carpenter, Debra Hill, Kurt Russell","Kurt Russell, Steve Buscemi, Peter Fonda, Cliff Robertson","The year is 2013 and Snake Plissken is back but this time it's L.A., which through the agency of earthquakes has become an island of the damned. But something has gone wrong in this new moral order, because the President's daughter has absconded to L.A. with a detonation device, and Snake is commandeered to retrieve it. But just below the surface there is a coiled Snake ready to strike.",year snake plissken back time  agency earthquake become island damned something gone wrong new moral order president daughter absconded  detonation device snake commandeered retrieve just surface coiled snake ready strike,59751,5.7," year snake, time agency earthquake, become island damned, something gone wrong, moral order president daughter absconded, detonation device snake, commandeered retrieve, surface coiled snake, ready strike",96.9231,6
1176,tt0116240,The Evening Star,1996,"Comedy, Drama, Romance",Robert Harling,"Larry McMurtry (novel), Robert Harling (screenplay)","Shirley MacLaine, Bill Paxton, Juliette Lewis, Miranda Richardson","Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious granddaughter, and another grandson living just above the poverty line.",continuing story aurora greenway latter year death daughter aurora struggled keep family together grandson jail rebellious granddaughter another grandson living just poverty line,3668,5.8," continuing story, aurora greenway, latter year death daughter, aurora struggled keep family, together grandson jail, rebellious granddaughter, grandson living, just poverty line",100,0
