imdb,quote,title
86879,Peter Shaffers shrewdly orchestrated cultural evening gets a steady dignified moderately dull treatment from Milos Forman.,Amadeus
86879,The entire cast speaks in horribly intrusive American accents but Forman makes some perceptive connections between Mozarts life and work.,Amadeus
86879,It is arguably the best motion picture ever made about the process of creation and the creator.,Amadeus
86879,As Mozart Tom Hulce though extremely American in looks and voice gets better and better as the drama progresses.,Amadeus
86879,This dark exuberant epic is nearly 18 years old yet remains the most popularly successful film ever to render the inner life of an artist.,Amadeus
86879,Reminds us that movies can be lyrical as well as vulgar ambitious as well as playful brilliant as well as down and dirty -- just like Amadeus himself.,Amadeus
86879,Remains a beautiful deftly directed and superbly acted version of a witty and poignant drama.,Amadeus
86879,In a film of grand gestures some of the finest moments are very subtle.,Amadeus
86879,A gloriously colorful confection of music theater and emotion.,Amadeus
86879,Its got more music more drama more of what made it a big winner with audiences and critics 18 years ago.,Amadeus
86879,Like the composers the film so wondrously depicts Amadeus: Directors Cut is a divine work in need of a little earthly restraint.,Amadeus
86879,In any incarnation Amadeus is beautiful to behold.,Amadeus
86879,The principal additions ... are more Amadeus but not better.,Amadeus
86879,Still a work of consummate artistry and craftsmanship.,Amadeus
45061,This is a robust romantic drama of a native-borns return to Ireland. Director John Ford took cast and cameras to Ireland to tell the story [by Maurice Walsh] against actual backgrounds.,The Quiet Man
45061,John Fords 1952 Oscar winner is a tribute to an Ireland that exists only in the imaginations of songwriters and poets like Ford.,The Quiet Man
45061,The illusion/reality theme underlying immigrant boxer Waynes return from America to County Galway is soon swamped within a vibrant community of stage-Irish types.,The Quiet Man
45061,Lets face it. Mr. Ford is in love with Ireland as is his cast and they give us a fine gay time while theyre about it.,The Quiet Man
45061,Although not a true classic The Quiet Man is worth more than a cursory glance especially for those who like Wayne or would like to experience more of his work.,The Quiet Man
87843,Sergio Leones languid lovely and lengthy ode to Lower East Side mobsters (more specifically mobster films) ...,Once Upon a Time in America
87843,Leone is less interested in arousing an audiences easier emotions than in presenting at a dispassionate distance the horror of two men warily walking toward each other on a tightrope suspended above the snake pit of their  deepest compulsions.,Once Upon a Time in America
87843,Every gesture is immediate and every gesture seems eternal.,Once Upon a Time in America
87843,A disappointment of considerable proportions.,Once Upon a Time in America
87843,While Leones vision still has a magnificent sweep the film finally subsides to an emotional core that is sombre even elegiac and which centres on a man who is bent and broken by time and finally left with nothing but an impotent sadness.,Once Upon a Time in America
87843,There are times when we dont understand exactly what is happening but never a time when we dont feel confidence in the films narrative.,Once Upon a Time in America
87843,As one would expect from Leone the film is a brilliant stylistic accomplishment.,Once Upon a Time in America
87843,A lazily haullucinatory epic that means to encapsulate approximately 50 years of American social history into a single film.,Once Upon a Time in America
87843,Seeing what Leone always intended is like getting your dirty glasses washed.,Once Upon a Time in America
81398,When has a performer as fully and uniquely sacrificed himself to the moving-picture cause as De Niro?,Raging Bull
81398,De Niro is always absorbing and credible even when his character isnt.,Raging Bull
81398,Martin Scorsese makes pictures about the kinds of people you wouldnt want to know.,Raging Bull
81398,I cant pan it but this 1980 fantasy biography of fighter Jake LaMotta seems unquestionably Martin Scorseses weakest work at least to that point in his career.,Raging Bull
81398,This film does more than make you think about masculinity it makes you see it -- in a way thats relevant to all men not just Bronx boxers.,Raging Bull
81398,The film that many consider the finest of its decade.,Raging Bull
81398,An underdog in its day and a classic today.,Raging Bull
81398,Though Raging Bull has only three principal characters it is a big film its territory being the landscape of the soul.,Raging Bull
81398,The most obvious basis for the films claim to greatness lies in Scorseses devastating critique of the very codes of masculinity that shaped him as a filmmaker and in Robert De Niros performance through which that critique is made flesh.,Raging Bull
81398,Its the best film Ive seen about the low self-esteem sexual inadequacy and fear that lead some men to abuse women.,Raging Bull
81398,Theres no room for romanticism in the ring with inky black blood staining the canvas. During fight sequences the director also uses a number of point-of-view shots designed to show the world however briefly from La Mottas perspective.,Raging Bull
75686,This is the link between Allens earlier funnier stuff and more probing works like Interiors and Manhattan. Would that we all could build such masterful bridges.,Annie Hall
75686,Personal as the story he is telling may be what separates this film from Allens own past work and most other recent comedy is its general believability.,Annie Hall
75686,A touching and hilarious love story that is Allens most three-dimensional film to date.,Annie Hall
75686,Visually and structurally its a mess but many of the situations are genuinely clever and there are plenty of memorable gags.,Annie Hall
75686,If you can forgive the fact that its a ragbag of half-digested intellectual ideas dressed up with trendy intellectual references you should have a good laugh.,Annie Hall
75686,There will be discussion about what points in the film coincide with the lives of its two stars but this I think is to detract from and trivialize the achievement of the film which at last puts Woody in the league with the best directors we have.,Annie Hall
75686,Watching it again 25 years after its April 1977 premiere I am astonished by how scene after scene has an instant familiarity.,Annie Hall
86197,Moviegoers seeking a grand yet edifying entertainment right-stuffed with what Kaufman calls seriousness of subject matter and a wild humor that comes out of left field now know where to look...,The Right Stuff
86197,The Right Stuff is a humdinger. Full of beauty intelligence and excitement this big-scale look at the development of the US space program and its pioneering aviators provides a fresh entertaining look back at the recent past.,The Right Stuff
86197,From the opening moments it is clear that we have the nearest modern equivalent to a Western: men of quiet virtue going skyward leaving the tawdry world of log-rolling politicians behind.,The Right Stuff
86197,These men remain virtually flawless heroes almost too good decent and brave to be true and its a measure of how successful the movie is that one is inclined to believe it.,The Right Stuff
86197,That the writer-director Philip Kaufman is able to get so much into a little more than three hours is impressive. That he also has organized this material into one of the best recent American movies is astonishing.,The Right Stuff
79944,Not an easy film but almost certainly a great one.,Stalker
79944,Tarkovsky conjures images like youve never seen before; and as a journey to the heart of darkness its a good deal more persuasive than Coppolas.,Stalker
79944,Stalker a somber futuristic fantasy from the Soviet Union attempts to build an apocalyptic vision out of the most impoverished materials imaginable.,Stalker
82096,Everything described in the film is authentic.,Das Boot (The Boat)
82096,The film has no qualities beyond its formal polish.,Das Boot (The Boat)
82096,Agripping impressively detailed account of one harrowing voyage by a German U-boat during World War II.,Das Boot (The Boat)
82096,Petersens shooting style displays a breathtaking if impersonal and faintly academic virtuosity comparable to that of Lean or Coppola.,Das Boot (The Boat)
82096,Das Boot is yet another moving testament to the wastefulness of battle.,Das Boot (The Boat)
82096,The film reaches right out to grab us by the neck and squeeze hard.,Das Boot (The Boat)
82096,Wolfgang Petersens direction is an exercise in pure craftsmanship.,Das Boot (The Boat)
82096,This film takes all of the drama and suspense inherent in a submarine-based story and delivers it in a near- perfect package establishing Das Boot as not just a terrific adrenaline rush but one of the best movies ever made.,Das Boot (The Boat)
82096,Youre drawn in powerfully as the crew members experience a psychologically maddening cycle of lull and storm.,Das Boot (The Boat)
82096,Suspenseful when it needs to be and intelligent in its depiction of the horrors of war and the sweaty claustrophobia of submarine life. On occasion its even -- pardon the pun -- deep.,Das Boot (The Boat)
70735,Newman and Redford pass a few facial expressions between them and try to cool each other out. If there ever was much of a script it can be said to have gone to waste.,The Sting
70735,Extremely handsome production values and a great supporting cast round out the virtues.,The Sting
70735,Top-notch entertainment.,The Sting
70735,The film ends up relying on different chapter headings to explain whats going on but its all very professional with fine attention to period detail.,The Sting
70735,The film is so good-natured so obviously aware of everything its up to even its own picturesque frauds that I opt to go along with it.,The Sting
70735,The movie has a nice light-fingered style to it.,The Sting
67185,The fact that [it] isnt very funny and like its 80-year-old heroic long outlives its necessary life is less important than the fact that the characters frequently react gently or like credible human beings to the scripts impossible notions.,Harold and Maude
67185,Simpleminded but its fairly inoffensive at least until Ashby lingers over the concentration-camp serial number tattooed on Gordons arm. Some things are beyond the reach of whimsy.,Harold and Maude
67185,It is most successful when it keeps to the tone of an insane fairystory set up at the beginning of the movie.,Harold and Maude
67185,[Bud Cort and Ruth Gordon] both are so aggressive so creepy and off-putting.,Harold and Maude
67185,The visual style makes everyone look fresh from the Wax Museum and all the movie lacks is a lot of day-old gardenias and lilies and roses in the lobby filling the place with a cloying sweet smell. Nothing more to report today.,Harold and Maude
67185,Marked by a few good gags but marred by a greater preponderance of sophomoric overdone and mocking humor.,Harold and Maude
427968,I saw this at a festival and hated it then sat through it again a year later and decided it wasnt so bad aside from the god-awful ending.,Trust the Man
427968,Its a pity because few romcoms pull off the basically sympathetic mining of personal vanities and social embarrassment that the film manages in its opening hour.,Trust the Man
427968,Freundlichs outstanding cast (including Garry Shandling Eva Mendes Ellen Barkin Bob Balaban and James LeGros) -- his best since 1997s The Myth of Fingerprints -- glosses over miscalculations with sheer star power.,Trust the Man
427968,Two couples in trouble one with kids another considering them. Writer-director Bart Freundlichs challenge is to stress them and find a resolution to their conflicts in ways that arent banal predictable or witless. And he settles for one out of three.,Trust the Man
427968,The fact that Freundlich tries to put some thoughtful commentary into a formulaic story is commendable but in the end either his faith wavers or the studio intervened.,Trust the Man
427968,I wish the film were true to itself and its quartet of puzzled struggling lovers; their collapse into sitcom idiocy felt uncomfortably close to betrayal.,Trust the Man
427968,A lot more smug and a lot less insightful than writer-director Bart Freundlich apparently assumes and its burdened even more by its surfeit of unsympathetic characters.,Trust the Man
427968,Screenwriter and director Bart Freundlich fails to offer fresh insights into the problems of contemporary relationships and many of his comic targets are easy and conventional.,Trust the Man
427968,Theres nothing terribly wrong with this comedy about the romantic dalliances of four New Yorkers but theres nothing terribly right about it either.,Trust the Man
427968,The people behind this film would not recognize complex honest emotion if it hit them in the face with a frying pan.,Trust the Man
427968,Trying to mimic the Woody Allen films is not a bad thing to do but why not put a spin on it?,Trust the Man
427968,Is this farce drama satire? Who knows?,Trust the Man
427968,This comedy about two self-absorbed New York couples feels like wan Woody Allen.,Trust the Man
427968,Trust the Man has a sketchy overall feel as if Freundlich didnt finish thinking it through.,Trust the Man
427968,Trust the Man is a mildly amusing movie but thats chiefly a result of its stars -- or more specifically its female stars -- elevating the material.,Trust the Man
427968,As faux Woody Allen movies go Trust the Man is one of the more diverting recent entries in the genre with a top-drawer cast well-chosen Manhattan locations and a sharper script than Allen himself has managed in a while.,Trust the Man
427968,In the end youre left feeling a little empty as if youve been eavesdropping on a conversation in a restaurant and neglected to eat your dinner.,Trust the Man
427968,The actors gamely keep up their spirits but the male characters are too one-dimensional and the female characters too bizarrely divorced from reality to be at all engaging.,Trust the Man
50976,Bergmans visually striking medieval morality play [was] the work that gained him an international reputation.,The Seventh Seal (Det Sjunde inseglet)
50976,Film has superior technical narrative impressive lensing and thesping.,The Seventh Seal (Det Sjunde inseglet)
50976,Its view of a seemingly godless landscape in the grip of plague is still bold and frightening.,The Seventh Seal (Det Sjunde inseglet)
50976,It survives today only as an unusually pure example of a typical 50s art-film strategy: the attempt to make the most modern and most popular of art forms acceptable to the intelligentsia by forcing it into an arcane antique mold.,The Seventh Seal (Det Sjunde inseglet)
50976,Not only highly impressive but thought-provoking relevant and intensely moving in our present nervous times.,The Seventh Seal (Det Sjunde inseglet)
50976,Essentially intellectual yet emotionally stimulating too it is as tough -- and rewarding -- a screen challenge as the moviegoer has had to face this year.,The Seventh Seal (Det Sjunde inseglet)
50976,This is an uncompromising film regarding good and evil with the same simplicity and faith as its hero.,The Seventh Seal (Det Sjunde inseglet)
85859,The thematics are rather cloying but the mood -- profoundly relaxed bemused -- eventually conquers.,Local Hero
85859,[Its] loaded with wry offbeat humor and is the sort of satisfying personal picture that is becoming an increasingly rare commodity these days,Local Hero
85859,Forsyth cannot quite tease out of his characters the kind of strange sublety that Powell and Pressburger delivered but it is enough that he and producer David Puttnam succeed in making you realise just how badly this kind of film has been missed.,Local Hero
85859,Here is a small film to treasure a loving funny understated portrait of a small Scottish town and its encounter with a giant oil company.,Local Hero
85859,It demonstrates Mr. Forsyths uncanny ability for making an audience sense that something magical is going on even if that something isnt easily explained.,Local Hero
438488,It brings me very little joy to report that this version of the popular Terminator franchise is silly obtuse and pointless.,Terminator Salvation
438488,A shambolic deafening intelligence-insulting mess a crushing failure on almost all counts.,Terminator Salvation
438488,This is the worst big budget summer release Ive seen in some time.,Terminator Salvation
438488,Its a fun time at the movies.,Terminator Salvation
438488,Terminator Salvation is a confused humorless grind with nobody from the stars to the set designers prepared to prick its self-importance.,Terminator Salvation
438488,The digital effects are mostly quite dazzling-not just the depictions of towering marauders...but a memorably scary sequence in which a little serpentine robot thats been taken captive thrashes furiously to save its nonlife.,Terminator Salvation
438488,T4 is a mixed bag but its not f------- amateur.,Terminator Salvation
438488,Message to Hollywood: Stop with the time-travel stuff.,Terminator Salvation
438488,McG a music video maven whose previous credits include the Charlies Angels movies directs the action passably well.,Terminator Salvation
438488,Intensity need not be the enemy of personality but in Bales work it too often has been.,Terminator Salvation
438488,Terminator Salvation promised moviegoers a war between the human heart and the cold cruel efficiency of machines. So why then is it so mechanical itself so good at repetition so preprogrammed and clunky?,Terminator Salvation
438488,A good summer movie isnt just an uninterrupted crescendo of cacophony. You need stuff in between the fireballs and the cyborgs.,Terminator Salvation
438488,Terminator Salvation is so programmed so impersonal that it practically dares you to warm to its characters.,Terminator Salvation
438488,One could argue Connors grim demeanor is precisely what a global disaster demands. But Bales turn has a bass-note feel that is anti-charismatic.,Terminator Salvation
438488,The movies only unmitigated pleasure is a too-brief fight scene between Connor and a naked combatant made up to look precisely like Arnold Schwarzenegger the relentless cyborg of the first three installments.,Terminator Salvation
438488,The latest installment in the venerable sci-fi action franchise turns out to be a straight-up war film grim and muscular and thundering and joyless. Its the color of cement and it weighs as much too.,Terminator Salvation
438488,The Terminator franchise was built on thrills imagination narrative emotion believability character development and watchability. Terminator Salvation has plenty of thrills.,Terminator Salvation
438488,Too bad Schwarzenegger is otherwise occupied these days.,Terminator Salvation
438488,Skynet may not have ensured its own future yet. But their robots have clearly made serious inroads in our movies.,Terminator Salvation
103873,The best to date from Kiwi gore specialist Peter Jackson.,Dead Alive (Braindead)
103873,The finale in which Lionel reduces a horde of flesh-eaters to a mulch of blood flesh and offal with the aid of a flymo is probably the goriest scene ever.,Dead Alive (Braindead)
103873,Because all of this looks blatantly unreal and because the timing of the shock effects is so haphazard Dead Alive isnt especially scary or repulsive. Nor is it very funny.,Dead Alive (Braindead)
103873,Horror films used to be primordial spook shows tapping midnight-dark fears. Now they tap bodily goo: rivers of blood dripping limbs eyeballs that go pop in the night.,Dead Alive (Braindead)
97441,It is the movies often awesome imagery and a bravely soaring choral score by James Horner that transfigure the reality granting it the status of necessary myth.,Glory
97441,A stirring and long overdue tribute to the black soldiers who fought for the Union cause in the Civil War.,Glory
97441,A pretty watchable and always interesting period film well photographed by English cinematographer Freddie Francis.,Glory
97441,The stark clarity of Freddie Francis cinematography combined with Zwicks intimate style evokes immediacy and fear.,Glory
97441,This is a good moving complicated film.,Glory
97441,Glory is without question one of the best movies ever made about the American Civil War.,Glory
97441,Matthew Broderick [is] catastrophically miscast as Shaw.,Glory
97441,A strong and valuable film.,Glory
97441,Its hard not to get carried along.,Glory
97441,Generally engrossing and always well-acted.,Glory
100519,Both Oldman and Roth turn in flat and uninspiring performances.,Rosencrantz & Guildenstern Are Dead
100519,As happens at the opera one usually laughs (if one laughs at all) not because something is funny but because one has successfully recognized that it is supposed to be funny.,Rosencrantz & Guildenstern Are Dead
100519,As a movie this material freely adapted by Stoppard is boring and endless. It lies flat on the screen hardly stirring.,Rosencrantz & Guildenstern Are Dead
100519,Staged as they are here the jokes and the fourth-wall gamesmanship dont seem as funny as they did on the page.,Rosencrantz & Guildenstern Are Dead
79522,Allen serves up a nostalgia that was utterly of its time; he incarnates an idea of the city that even now remains as strong as its reality and refracts his disappointed ideals into high existential crises.,Manhattan
79522,Manhattan is not just Woody Allens dream movie. Wistful as it is witty its his dream of the movies.,Manhattan
79522,Allen has in black and white captured the inner beauty that lurks behind the outer layer of dirt and grime in Manhattan.,Manhattan
79522,Woody Allens great leap forward into character development and dramatic integrity.,Manhattan
79522,This is a deeply self-critical film about immaturity and the gift of real love. Many films can be said to put an epitaph on the decade but few remain as relevant.,Manhattan
79522,Woody Allens gem of comic kvetching.,Manhattan
79522,Mr. Allens progress as one of our major filmmakers is proceeding so rapidly that we who watch him have to pause occasionally to catch our breath.,Manhattan
79522,If Manhattan was only a romantic comedy it would be a very good one but the fact that the movie has so much more ambition than the average entry into the genre makes it an extraordinary example of the fusion of entertainment and art.,Manhattan
79522,Seeing it again I realize its more subtle more complex and not about love but loss.,Manhattan
100150,Substance is here in spades along with the twisted brilliantly controlled style on which filmmakers Joel and Ethan Coen made a name.,Miller's Crossing
100150,It never fully convinces in terms of either period or plot.,Miller's Crossing
100150,The Coens take on Depression-era gangster flicks looks gorgeous and showcases John Turturros best acting ever.,Miller's Crossing
100150,Its arguably the US mainstreams first art movie since Days of Heaven; and quite wonderful.,Miller's Crossing
100150,Without much point at all.,Miller's Crossing
100150,Crossing is the kind of movie that benefits from a second sitting to get a complete grip on the plot.,Miller's Crossing
100150,While Millers Crossing is not as messy or inspired as Martin Scorseses GoodFellas or as richly suggestive as The Godfather it accomplishes exactly what it sets out to do.,Miller's Crossing
100150,There is a lot here to admire.,Miller's Crossing
100150,As disturbing and densely beautiful as its opening image.,Miller's Crossing
97165,Williams who has comparatively little screen time has come to act not to cut comic riffs and he does so with forceful ultimately compelling simplicity.,Dead Poets Society
97165,Story sings whenever Williams is onscreen. Screen belongs just as often to Leonard who as Neil has a quality of darting confidence mixed with hesitancy. Hawke as the painfully shy Todd gives a haunting performance.,Dead Poets Society
97165,The moral divisions set up between characters are childishly overdrawn; and worst of all the behavior shown by the boys and adults frequently reeks of falsity and contrivance.,Dead Poets Society
97165,Weir infuses the film with his customary mysticism but more importantly draws sensitive performances from his largely inexperienced cast.,Dead Poets Society
97165,The movie undercuts Mr. Williamss exceptionally fine performance making the character seem more of a dubious fool than is probably intended.,Dead Poets Society
97165,Its a literate though strained uplifter a not altogether compatible coupleting of Rocky Balboa and the Bard.,Dead Poets Society
97165,Not the worst of the countless recent movies about good kids and hidebound authoritatian older people. It may however be the most shameless in its attempt to pander to an adolescent audience.,Dead Poets Society
97165,Solid smart entertainment.,Dead Poets Society
61722,The emotional elevation of the film is due in no small measure to the extraordinarily engaging performances of Anne Bancroft as the wife-mother-mistress Dustin Hoffman as the lumbering Lancelot and Katherine Ross as his fair Elaine.,The Graduate
61722,Its consistently fleet and funny even as it probes the heady abandon and looming hangover that typified the decade of discontent.,The Graduate
61722,The screenplay which begins as genuine comedy soon degenerates into spurious melodrama.,The Graduate
61722,The film itself is very broken-backed partly because Anne Bancrofts performance as the mother carries so much more weight than Katharine Ross as the daughter partly because Nichols couldnt decide whether he was making a social satire or a farce.,The Graduate
61722,Makes you feel a little tearful and choked-up while it is making you laugh yourself raw.,The Graduate
61722,A delightful satirical comedy-drama.,The Graduate
61722,A simple romantic comedy whose countercultural message insofar as it has one is decidedly retrograde.,The Graduate
61722,It is a good topical movie whose time has passed,The Graduate
61722,Few movies have communicated with such dark hilarity all the anxiety and flamboyant misery of youthful sexual initiation,The Graduate
61722,What I dont enjoy is the cruelty the glib mindlessness and the insulated pampered narcissism that makes the whole thing possible.,The Graduate
50212,Part of the success of The Bridge is that its courageous hero is shown from all angles in all kinds of mirrors. He is strong stubborn fallible maniacal silly and wise; and in the end he is pathetic noble and foolish.,The Bridge on the River Kwai
50212,From sky to ground in two shots and it already feels like weve traversed a great distance with two and a half hours of skillful suspenseful WWII adventure to go.,The Bridge on the River Kwai
50212,It is a whale of a story and in the telling of it British Director David Lean does a whale of a job.,The Bridge on the River Kwai
50212,A gripping drama expertly put together and handled with skill in all departments.,The Bridge on the River Kwai
50212,For what it is it aint bad though it serves mainly as an illustration of the ancient quandary of revisionist moviemakers: if all you do is systematically invert cliches you simply end up creating new ones.,The Bridge on the River Kwai
50212,A classic example of a film that fudges the issues it raises.,The Bridge on the River Kwai
50212,In my opinion it is one of the two best films to emerge from a very strong decade of cinema.,The Bridge on the River Kwai
50212,Brilliant is the word and no other to describe the quality of skills that have gone into the making of this picture.,The Bridge on the River Kwai
50212,Most war movies are either for or against their wars. The Bridge on the River Kwai (1957) is one of the few that focuses not on larger rights and wrongs but on individuals.,The Bridge on the River Kwai
56801,Unless Fellinis problem has been preying on the mind of the viewer he may not care to take on the directors doubts and confusions.,8 1/2
56801,Its Fellinis last black-and-white picture and conceivably the most gorgeous and inventive thing he ever did.,8 1/2
56801,Here is the author-director picture par excellence an exciting stimulating monumental creation.,8 1/2
56801,Amiably spiking all criticism through a gloomy scriptwriter mouthpiece Fellini pulls a multitude of rabbits out of the showmans hat.,8 1/2
56801,Here is a piece of entertainment that will really make you sit up straight and think a movie endowed with the challenge of a fascinating intellectual game.,8 1/2
56801,Somehow the movie is more than the dated crisis of a naval-contemplating artist. Its about the inability in all of us to make sense of our lives put it all together and come up with something meaningful.,8 1/2
56801,[Fellini] is that rare sort of artist who can be loved revered and just barely tolerated all at the same time.,8 1/2
56801,The ensuing decades have brought forth a deluge of bogus masterpieces and Fellinis by comparison holds up rather well.,8 1/2
56801,Its opening [has] perhaps the greatest dream scene of all: Marcello Mastroiannis Guido stifled in a silent traffic jam onlookers gazing blankly at him as he rises through the sunroof of his car high into the sky. The rest of the film isnt too shabby.,8 1/2
56801,8 1/2 is the best film ever made about filmmaking.,8 1/2
71315,As much as I admire the work of both Polanski and Nicholson I found Chinatown tedious from beginning to just before the end.,Chinatown
71315,Roman Polanskis American made film first since Rosemarys Baby shows him again in total command of talent and physical filmmaking elements.,Chinatown
71315,Polanskis film suggests that the rules of the game are written in some strange untranslatable language and that everyones an alien and ultimately a victim.,Chinatown
71315,The hard-boiled private eye coolly strolls a few steps ahead of the audience.,Chinatown
71315,In 1974 a director a screenwriter and a producer (Robert Evans who for once deserves a few of the plaudits hes apportioned himself) could decide to beat a genre senseless and then dump it in the wilds of Greek tragedy.,Chinatown
71315,A new private-eye melodrama that celebrates not only a time and a place (Los Angeles) but also a kind of criminality that to us jaded souls today appears to be nothing worse than an eccentric form of legitimate private enterprise.,Chinatown
71315,It takes a Herculean effort to transform this type into a character and to replace the formula with a story and Chinatowns success in both of these regards is one of the reasons it is universally viewed as a classic.,Chinatown
71315,[Nicholsons] performance is key in keeping Chinatown from becoming just a genre crime picture--that and a Robert Towne screenplay that evokes an older Los Angeles.,Chinatown
43456,The Day the Earth Stood Still may at first look like goofy outdated science fiction but its timeless warnings about violence nuclear confrontation and the difficulties of policing the planet have made it an enduring cultural classic.,The Day the Earth Stood Still
43456,Like most of Robert Wises work this slickly constructed 1951 science fiction film settles squarely in the middle of its genre better than some and worse than others.,The Day the Earth Stood Still
43456,Cast although secondary to the story works well.,The Day the Earth Stood Still
43456,Edmund H Norths intelligent script and Wises smooth direction are serious without being solemn while Bernard Herrmanns effectively alien-sounding score reinforces the atmosphere of strangeness and potential menace.,The Day the Earth Stood Still
43456,Today wistful viewers might ask: Where are Klaatu and Gort when we need them most?,The Day the Earth Stood Still
43456,It is comforting of course to have it made plain that our planetary neighbors are much wiser and more peaceful than are we but this makes for a tepid entertainment in what is anamolously labeled the science-fiction field.,The Day the Earth Stood Still
40897,Treasure of Sierra Madre is one of the best things Hollywood has done since it learned to talk; and the movie can take a place without blushing among the best ever made.,The Treasure of the Sierra Madre
40897,John Huston has rarely been in better form than in this 1948 study of gold fever and worse obsessions among an unlikely trio of prospectors...,The Treasure of the Sierra Madre
40897,Theres a quite enjoyable yarn buried under the hollow laughter.,The Treasure of the Sierra Madre
40897,The movie has never really been about gold but about character and Bogart fearlessly makes Fred C. Dobbs into a pathetic frightened selfish man -- so sick we would be tempted to pity him if he were not so undeserving of pity.,The Treasure of the Sierra Madre
40897,Greed a despicable passion out of which other base ferments may spawn is seldom treated in the movies with the frank and ironic contempt that is vividly manifested toward it in Treasure of Sierra Madre.,The Treasure of the Sierra Madre
40897,The characters here are probed and thoroughly penetrated not through psychoanalysis but through a crucible of human conflict action gesture and expressive facial tones.,The Treasure of the Sierra Madre
92610,A climatic rebirth-by-chainsaw scene almost makes it all worthwhile though you may have had to visit the bathroom once or twice in the wait.,Bad Taste
23969,Duck Soup should make practically everybody laugh.,Duck Soup
23969,The Marx Brothers best movie...,Duck Soup
23969,It also includes what is perhaps the Brothers funniest scene ever: an immaculately timed and performed sequence with a broken mirror in which Groucho Chico and Harpo look absolutely identical. A masterpiece.,Duck Soup
23969,This production is for the most part extremely noisy without being nearly as mirthful as [the Marx brothers] other films.,Duck Soup
23969,The Marx Brothers created a body of work in which individual films are like slices from the whole but Duck Soup (1933) is probably the best.,Duck Soup
88794,The film doesnt seem to have much of a focus. But it doesnt seem to want one either.,Better Off Dead
81505,A masterpiece.,The Shining
81505,Kubrick has made a movie that will have to be reckoned with on the highest level.,The Shining
81505,As a ghost story and adaptation of the Stephen King novel its largely a failure. On the other hand as an example of directorial bravura and as a study of madness and the unreliable narrator its a brilliant success.,The Shining
81505,Kubrick is after a cool sunlit vision of hell born in the bosom of the nuclear family but his imagery -- with its compulsive symmetry and brightness -- is too banal to sustain interest while the incredibly slack narrative line forestalls suspense.,The Shining
81505,The movie is not about ghosts but about madness and the energies it sets loose in an isolated situation primed to magnify them.,The Shining
81505,With everything to work with director Stanley Kubrick has teamed with jumpy Jack Nicholson to destroy all that was so terrifying about Stephen Kings bestseller.,The Shining
81505,I fear all work and no play has made Stanley a dull boy.,The Shining
81505,Kubrick isnt out for screams but he manages to make his movie thoroughly unnerving by keeping the horror so close to home.,The Shining
92005,It is about the evolution of a writer his relationship with his three closest friends and a situation that formed his talent -- and morbid fascination.,Stand by Me
92005,Stand by Me is a small quiet film that walks tall and resonates long after.,Stand by Me
92005,Its perspective is that of a knowing adult which is to say that though the film is frequently affectionate and funny it contains a drop too much condescension to be entirely successful.,Stand by Me
92005,It stands sweet and strong ribald outrageous and funny like its heroes themselves -- a bit gamy around the edges perhaps but pure and fine clear through. Its one of those treasures absolutely not to be missed.,Stand by Me
92005,Stand by Me is a film of honorable ambitions severely compromised by a creeping show-biz phoniness.,Stand by Me
92005,Reiner seems lost in his own cinematic wilderness -- button-down careful almost afraid to move,Stand by Me
92005,Good luck choking back the tears folks.,Stand by Me
92005,Scripters have written inspired dialog for this quartet of plucky boys at that hard-to-capture age when theyre still young enough to get scared and yet old enough to want to sneak smokes and cuss.,Stand by Me
92005,The film is so well-observed and so energetically acted by its young cast that mawkishness is kept at bay.,Stand by Me
92005,Rob Reiners direction hammers in every obvious element in an obvious script.,Stand by Me
92005,Its as effective in 2009 as it was upon its initial release and the richness of its tapestry densely woven from human emotions and character interaction ensure it will never lose that relevance.,Stand by Me
22100,Few films are gripping and effective 82 years after their original release but this one surely is.,M
22100,This is a movie that dares to sympathize with a sick person that risks making the monster real and us (in an era when Germanys cinema was still shellacked in canted angles and fanciful shadows).,M
22100,The moral issues are complex and deftly handled: Lorre is at once entirely innocent and absolutely evil. Langs detached modified expressionist style gives the action a plastic beauty.,M
22100,An extraordinary good impressive and strong talker. Again fine work by Fritz Lang and his wife and helper Thea von Harbou.,M
22100,A subversive film or more simply a movie brimming over with the ferment of Langs imagination at its height? You choose.,M
22100,[An] important film which rightly deserves its success.,M
22100,Lorres performance as a desperate killer who insists he cant help himself remains his finest hour on film.,M
22100,Its an impeccable film -- a model of psychological suspense and a stunning display of Langs power and skill.,M
22100,The film grows more unsettling when it becomes apparent that the child killer Beckert is something of a child himself forcing the audience into something beyond complicity something dangerously close to identification.,M
22100,This astonishing movie represents an unsurpassed grand synthesis of storytelling.,M
22100,The film doesnt ask for sympathy for the killer Franz Becker but it asks for understanding: As he says in his own defense he cannot escape or control the evil compulsions that overtake him.,M
92991,Just when things start getting too grisly Raimi rushes in with a hilarious sendup joke to remind us that all this blood and guts is meant in spooky Grand Guignol fun.,Evil Dead 2
92991,Evil Dead 2 is pardon the expression consistently lively -- a ghoulish splatter comedy that uses wildly excessive gore to provoke the kind of shock that lies between a laugh and a scream.,Evil Dead 2
92991,Good acting would not have served the material well since it would have diluted the comedy quotient and made the campy elements seem cheap and cheesy.,Evil Dead 2
92991,A flashy good-natured display of special effects and scare tactics so extreme they can only be taken for laughs.,Evil Dead 2
